HOG	OG	Gene Tree Parent Clade	19222_Sid_GoodCoral_500lnThresh_Final	29422_past_LongestContig_suffixed
N0.HOG0000550	OG0000447	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig18800, Siderastrea_Mexico_Barshis-Radice_Host_contig05817, Siderastrea_Mexico_Barshis-Radice_Host_contig07169, Siderastrea_Mexico_Barshis-Radice_Host_contig16837	
N0.HOG0000551	OG0000448	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig17010, Siderastrea_Mexico_Barshis-Radice_Host_contig10809, Siderastrea_Mexico_Barshis-Radice_Host_contig19117, Siderastrea_Mexico_Barshis-Radice_Host_contig19132	
N0.HOG0000552	OG0000449	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig16335, Siderastrea_Mexico_Barshis-Radice_Host_contig10501, Siderastrea_Mexico_Barshis-Radice_Host_contig03222, Siderastrea_Mexico_Barshis-Radice_Host_contig01450	
N0.HOG0000553	OG0000450	n1	Siderastrea_Mexico_Barshis-Radice_Host_contig11032	isotig22602_Past
N0.HOG0000554	OG0000450	n2	Siderastrea_Mexico_Barshis-Radice_Host_contig07148	isotig02030_Past
N0.HOG0000555	OG0000451	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig08741, Siderastrea_Mexico_Barshis-Radice_Host_contig05836, Siderastrea_Mexico_Barshis-Radice_Host_contig14108, Siderastrea_Mexico_Barshis-Radice_Host_contig18767	
N0.HOG0000556	OG0000452	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig18887, Siderastrea_Mexico_Barshis-Radice_Host_contig04800, Siderastrea_Mexico_Barshis-Radice_Host_contig03959	isotig04025_Past
N0.HOG0000557	OG0000453	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig17774, Siderastrea_Mexico_Barshis-Radice_Host_contig09759, Siderastrea_Mexico_Barshis-Radice_Host_contig07241, Siderastrea_Mexico_Barshis-Radice_Host_contig03513	
N0.HOG0000558	OG0000454	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig18764, Siderastrea_Mexico_Barshis-Radice_Host_contig12780, Siderastrea_Mexico_Barshis-Radice_Host_contig09833	isotig02158_Past
N0.HOG0000559	OG0000455	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig16095, Siderastrea_Mexico_Barshis-Radice_Host_contig13461, Siderastrea_Mexico_Barshis-Radice_Host_contig06864, Siderastrea_Mexico_Barshis-Radice_Host_contig04625	
N0.HOG0000560	OG0000456	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig03073, Siderastrea_Mexico_Barshis-Radice_Host_contig15787, Siderastrea_Mexico_Barshis-Radice_Host_contig13302, Siderastrea_Mexico_Barshis-Radice_Host_contig05076	
N0.HOG0000561	OG0000457	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig01754	isotig00467_Past, GE910186_Past, isotig19930_Past
N0.HOG0000562	OG0000458	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig18497, Siderastrea_Mexico_Barshis-Radice_Host_contig01118	isotig04206_Past, isotig10628_Past
N0.HOG0000563	OG0000459	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig03502, Siderastrea_Mexico_Barshis-Radice_Host_contig08069, Siderastrea_Mexico_Barshis-Radice_Host_contig07972, Siderastrea_Mexico_Barshis-Radice_Host_contig10084	
N0.HOG0000564	OG0000460	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig05702, Siderastrea_Mexico_Barshis-Radice_Host_contig13069, Siderastrea_Mexico_Barshis-Radice_Host_contig04456	isotig17077_Past
N0.HOG0000565	OG0000461	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig12925, Siderastrea_Mexico_Barshis-Radice_Host_contig15790, Siderastrea_Mexico_Barshis-Radice_Host_contig10113, Siderastrea_Mexico_Barshis-Radice_Host_contig00909	
N0.HOG0000566	OG0000462	n1	Siderastrea_Mexico_Barshis-Radice_Host_contig10795	isotig06837_Past
N0.HOG0000567	OG0000462	n2	Siderastrea_Mexico_Barshis-Radice_Host_contig15722	isotig07763_Past
N0.HOG0000568	OG0000463	n1	Siderastrea_Mexico_Barshis-Radice_Host_contig15207	isotig13763_Past
N0.HOG0000569	OG0000463	n2	Siderastrea_Mexico_Barshis-Radice_Host_contig10336	isotig29208_Past
N0.HOG0000570	OG0000464	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig05852, Siderastrea_Mexico_Barshis-Radice_Host_contig05049, Siderastrea_Mexico_Barshis-Radice_Host_contig08854, Siderastrea_Mexico_Barshis-Radice_Host_contig13713	
N0.HOG0000571	OG0000465	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig04476, Siderastrea_Mexico_Barshis-Radice_Host_contig07346, Siderastrea_Mexico_Barshis-Radice_Host_contig09937	GCKDGN101BZKSR_Past
N0.HOG0000572	OG0000466	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig08107, Siderastrea_Mexico_Barshis-Radice_Host_contig18627, Siderastrea_Mexico_Barshis-Radice_Host_contig19236, Siderastrea_Mexico_Barshis-Radice_Host_contig04155	
N0.HOG0000573	OG0000467	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig15988, Siderastrea_Mexico_Barshis-Radice_Host_contig12109, Siderastrea_Mexico_Barshis-Radice_Host_contig09753, Siderastrea_Mexico_Barshis-Radice_Host_contig02871	
N0.HOG0000574	OG0000468	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig18172, Siderastrea_Mexico_Barshis-Radice_Host_contig06128, Siderastrea_Mexico_Barshis-Radice_Host_contig18131, Siderastrea_Mexico_Barshis-Radice_Host_contig06999	
N0.HOG0000575	OG0000469	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig04839, Siderastrea_Mexico_Barshis-Radice_Host_contig15016, Siderastrea_Mexico_Barshis-Radice_Host_contig17367, Siderastrea_Mexico_Barshis-Radice_Host_contig00370	
N0.HOG0000576	OG0000470	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig06531, Siderastrea_Mexico_Barshis-Radice_Host_contig10927, Siderastrea_Mexico_Barshis-Radice_Host_contig11559, Siderastrea_Mexico_Barshis-Radice_Host_contig05468	
N0.HOG0000577	OG0000471	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig08020, Siderastrea_Mexico_Barshis-Radice_Host_contig06571, Siderastrea_Mexico_Barshis-Radice_Host_contig05463, Siderastrea_Mexico_Barshis-Radice_Host_contig15888	
N0.HOG0000578	OG0000472	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig04620, Siderastrea_Mexico_Barshis-Radice_Host_contig08923, Siderastrea_Mexico_Barshis-Radice_Host_contig10426, Siderastrea_Mexico_Barshis-Radice_Host_contig11451	
N0.HOG0000579	OG0000473	n1	Siderastrea_Mexico_Barshis-Radice_Host_contig11300	isotig22647_Past
N0.HOG0000580	OG0000473	n2	Siderastrea_Mexico_Barshis-Radice_Host_contig06345	isotig02228_Past
N0.HOG0000581	OG0000474	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig02448, Siderastrea_Mexico_Barshis-Radice_Host_contig15213, Siderastrea_Mexico_Barshis-Radice_Host_contig15457, Siderastrea_Mexico_Barshis-Radice_Host_contig19222	
N0.HOG0000582	OG0000475	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig18231, Siderastrea_Mexico_Barshis-Radice_Host_contig11586, Siderastrea_Mexico_Barshis-Radice_Host_contig04695, Siderastrea_Mexico_Barshis-Radice_Host_contig06900	
N0.HOG0000583	OG0000476	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig07656, Siderastrea_Mexico_Barshis-Radice_Host_contig17458, Siderastrea_Mexico_Barshis-Radice_Host_contig05892, Siderastrea_Mexico_Barshis-Radice_Host_contig09660	
N0.HOG0000584	OG0000477	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig11553, Siderastrea_Mexico_Barshis-Radice_Host_contig07054, Siderastrea_Mexico_Barshis-Radice_Host_contig01406, Siderastrea_Mexico_Barshis-Radice_Host_contig10340	
N0.HOG0000585	OG0000478	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig10981, Siderastrea_Mexico_Barshis-Radice_Host_contig03446, Siderastrea_Mexico_Barshis-Radice_Host_contig09680, Siderastrea_Mexico_Barshis-Radice_Host_contig02689	
N0.HOG0000586	OG0000479	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig11566, Siderastrea_Mexico_Barshis-Radice_Host_contig09582, Siderastrea_Mexico_Barshis-Radice_Host_contig14831, Siderastrea_Mexico_Barshis-Radice_Host_contig16918	
N0.HOG0000587	OG0000480	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig00600, Siderastrea_Mexico_Barshis-Radice_Host_contig15069, Siderastrea_Mexico_Barshis-Radice_Host_contig14439, Siderastrea_Mexico_Barshis-Radice_Host_contig11564	
N0.HOG0000588	OG0000481	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig01798, Siderastrea_Mexico_Barshis-Radice_Host_contig13587, Siderastrea_Mexico_Barshis-Radice_Host_contig01628	isotig01333_Past
N0.HOG0000589	OG0000482	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig08691, Siderastrea_Mexico_Barshis-Radice_Host_contig13892, Siderastrea_Mexico_Barshis-Radice_Host_contig07935	isotig03822_Past
N0.HOG0000590	OG0000483	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig14588, Siderastrea_Mexico_Barshis-Radice_Host_contig10409, Siderastrea_Mexico_Barshis-Radice_Host_contig09672, Siderastrea_Mexico_Barshis-Radice_Host_contig02331	
N0.HOG0000591	OG0000484	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig06226	isotig01174_Past, isotig05748_Past, isotig16504_Past
N0.HOG0000592	OG0000485	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig07162, Siderastrea_Mexico_Barshis-Radice_Host_contig17753, Siderastrea_Mexico_Barshis-Radice_Host_contig09135, Siderastrea_Mexico_Barshis-Radice_Host_contig09677	
N0.HOG0000593	OG0000486	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig14987, Siderastrea_Mexico_Barshis-Radice_Host_contig02225, Siderastrea_Mexico_Barshis-Radice_Host_contig00948	isotig21901_Past
N0.HOG0000594	OG0000487	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig12518, Siderastrea_Mexico_Barshis-Radice_Host_contig06321, Siderastrea_Mexico_Barshis-Radice_Host_contig09449, Siderastrea_Mexico_Barshis-Radice_Host_contig19208	
N0.HOG0000595	OG0000488	n1	Siderastrea_Mexico_Barshis-Radice_Host_contig07492	isotig31095_Past
N0.HOG0000596	OG0000488	n2	Siderastrea_Mexico_Barshis-Radice_Host_contig13548	isotig04450_Past
N0.HOG0000597	OG0000489	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig08364, Siderastrea_Mexico_Barshis-Radice_Host_contig07440, Siderastrea_Mexico_Barshis-Radice_Host_contig13130	isotig02224_Past
N0.HOG0000598	OG0000490	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig00776, Siderastrea_Mexico_Barshis-Radice_Host_contig01992, Siderastrea_Mexico_Barshis-Radice_Host_contig03567, Siderastrea_Mexico_Barshis-Radice_Host_contig01665	
N0.HOG0000599	OG0000491	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig01428, Siderastrea_Mexico_Barshis-Radice_Host_contig09849	isotig18623_Past, isotig08282_Past
N0.HOG0000600	OG0000492	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig06011, Siderastrea_Mexico_Barshis-Radice_Host_contig03148, Siderastrea_Mexico_Barshis-Radice_Host_contig17144, Siderastrea_Mexico_Barshis-Radice_Host_contig17770	
N0.HOG0000601	OG0000493	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig14550, Siderastrea_Mexico_Barshis-Radice_Host_contig02765, Siderastrea_Mexico_Barshis-Radice_Host_contig10165, Siderastrea_Mexico_Barshis-Radice_Host_contig06245	
N0.HOG0000602	OG0000494	n1	Siderastrea_Mexico_Barshis-Radice_Host_contig18435	isotig28333_Past
N0.HOG0000603	OG0000494	n2	Siderastrea_Mexico_Barshis-Radice_Host_contig03980	isotig01820_Past
N0.HOG0000604	OG0000495	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig06160, Siderastrea_Mexico_Barshis-Radice_Host_contig12191, Siderastrea_Mexico_Barshis-Radice_Host_contig06300, Siderastrea_Mexico_Barshis-Radice_Host_contig16881	
N0.HOG0000605	OG0000496	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig06301, Siderastrea_Mexico_Barshis-Radice_Host_contig14020, Siderastrea_Mexico_Barshis-Radice_Host_contig14786, Siderastrea_Mexico_Barshis-Radice_Host_contig03403	
N0.HOG0000606	OG0000497	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig03968, Siderastrea_Mexico_Barshis-Radice_Host_contig01456, Siderastrea_Mexico_Barshis-Radice_Host_contig16614, Siderastrea_Mexico_Barshis-Radice_Host_contig00056	
N0.HOG0000607	OG0000498	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig00031, Siderastrea_Mexico_Barshis-Radice_Host_contig03953, Siderastrea_Mexico_Barshis-Radice_Host_contig01844	isotig07195_Past
N0.HOG0000608	OG0000499	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig12478, Siderastrea_Mexico_Barshis-Radice_Host_contig17493, Siderastrea_Mexico_Barshis-Radice_Host_contig10990, Siderastrea_Mexico_Barshis-Radice_Host_contig01058	
N0.HOG0000609	OG0000500	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig09851, Siderastrea_Mexico_Barshis-Radice_Host_contig15879, Siderastrea_Mexico_Barshis-Radice_Host_contig00791, Siderastrea_Mexico_Barshis-Radice_Host_contig09861	
N0.HOG0000610	OG0000501	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig07256, Siderastrea_Mexico_Barshis-Radice_Host_contig12615, Siderastrea_Mexico_Barshis-Radice_Host_contig04573, Siderastrea_Mexico_Barshis-Radice_Host_contig06156	
N0.HOG0000611	OG0000502	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig15394, Siderastrea_Mexico_Barshis-Radice_Host_contig18140, Siderastrea_Mexico_Barshis-Radice_Host_contig14169, Siderastrea_Mexico_Barshis-Radice_Host_contig17147	
N0.HOG0000612	OG0000503	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig12796, Siderastrea_Mexico_Barshis-Radice_Host_contig17937, Siderastrea_Mexico_Barshis-Radice_Host_contig07212	isotig23797_Past
N0.HOG0000613	OG0000504	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig07330, Siderastrea_Mexico_Barshis-Radice_Host_contig14601, Siderastrea_Mexico_Barshis-Radice_Host_contig05052	isotig03271_Past
N0.HOG0000614	OG0000505	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig05793, Siderastrea_Mexico_Barshis-Radice_Host_contig11799, Siderastrea_Mexico_Barshis-Radice_Host_contig10752	isotig08989_Past
N0.HOG0000615	OG0000506	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig03263, Siderastrea_Mexico_Barshis-Radice_Host_contig10436, Siderastrea_Mexico_Barshis-Radice_Host_contig14700	isotig04863_Past
N0.HOG0000616	OG0000507	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig12569, Siderastrea_Mexico_Barshis-Radice_Host_contig10374, Siderastrea_Mexico_Barshis-Radice_Host_contig02115, Siderastrea_Mexico_Barshis-Radice_Host_contig06920	
N0.HOG0000617	OG0000508	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig15614, Siderastrea_Mexico_Barshis-Radice_Host_contig10375, Siderastrea_Mexico_Barshis-Radice_Host_contig09283	isotig29157_Past
N0.HOG0000618	OG0000509	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig15489, Siderastrea_Mexico_Barshis-Radice_Host_contig09669, Siderastrea_Mexico_Barshis-Radice_Host_contig04637	isotig01450_Past
N0.HOG0000619	OG0000510	n1	Siderastrea_Mexico_Barshis-Radice_Host_contig10107	isotig03709_Past
N0.HOG0000620	OG0000510	n2	Siderastrea_Mexico_Barshis-Radice_Host_contig12841	isotig09514_Past
N0.HOG0000621	OG0000511	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig04116	isotig04063_Past, isotig23075_Past, isotig21078_Past
N0.HOG0000622	OG0000512	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig19198, Siderastrea_Mexico_Barshis-Radice_Host_contig14682, Siderastrea_Mexico_Barshis-Radice_Host_contig07726	isotig12014_Past
N0.HOG0000623	OG0000513	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig03531	isotig11695_Past, isotig19746_Past, isotig17574_Past
N0.HOG0000624	OG0000514	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig17334, Siderastrea_Mexico_Barshis-Radice_Host_contig04374, Siderastrea_Mexico_Barshis-Radice_Host_contig16209	isotig22458_Past
N0.HOG0000625	OG0000515	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig05131, Siderastrea_Mexico_Barshis-Radice_Host_contig00610, Siderastrea_Mexico_Barshis-Radice_Host_contig03675, Siderastrea_Mexico_Barshis-Radice_Host_contig10014	
N0.HOG0000626	OG0000516	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig05490, Siderastrea_Mexico_Barshis-Radice_Host_contig05022, Siderastrea_Mexico_Barshis-Radice_Host_contig18930, Siderastrea_Mexico_Barshis-Radice_Host_contig06679	
N0.HOG0000627	OG0000517	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig15834, Siderastrea_Mexico_Barshis-Radice_Host_contig17356, Siderastrea_Mexico_Barshis-Radice_Host_contig08684	isotig24397_Past
N0.HOG0000628	OG0000518	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig11637, Siderastrea_Mexico_Barshis-Radice_Host_contig16989, Siderastrea_Mexico_Barshis-Radice_Host_contig01878	GCKDGN103GNK0P_Past
N0.HOG0000629	OG0000519	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig12930, Siderastrea_Mexico_Barshis-Radice_Host_contig01915, Siderastrea_Mexico_Barshis-Radice_Host_contig13400	isotig17804_Past
N0.HOG0000630	OG0000520	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig15853, Siderastrea_Mexico_Barshis-Radice_Host_contig14906, Siderastrea_Mexico_Barshis-Radice_Host_contig17303	isotig02432_Past
N0.HOG0000631	OG0000521	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig05886, Siderastrea_Mexico_Barshis-Radice_Host_contig02518, Siderastrea_Mexico_Barshis-Radice_Host_contig01100, Siderastrea_Mexico_Barshis-Radice_Host_contig05705	
N0.HOG0000632	OG0000522	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig12650, Siderastrea_Mexico_Barshis-Radice_Host_contig14300, Siderastrea_Mexico_Barshis-Radice_Host_contig03721, Siderastrea_Mexico_Barshis-Radice_Host_contig16882	
N0.HOG0000633	OG0000523	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig12893, Siderastrea_Mexico_Barshis-Radice_Host_contig12743, Siderastrea_Mexico_Barshis-Radice_Host_contig13300, Siderastrea_Mexico_Barshis-Radice_Host_contig11728	
N0.HOG0000634	OG0000524	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig02709, Siderastrea_Mexico_Barshis-Radice_Host_contig03897, Siderastrea_Mexico_Barshis-Radice_Host_contig04624, Siderastrea_Mexico_Barshis-Radice_Host_contig02843	
N0.HOG0000635	OG0000525	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig12832, Siderastrea_Mexico_Barshis-Radice_Host_contig02399, Siderastrea_Mexico_Barshis-Radice_Host_contig00260	isotig07956_Past
N0.HOG0000636	OG0000526	n1	Siderastrea_Mexico_Barshis-Radice_Host_contig04784	isotig03448_Past
N0.HOG0000637	OG0000526	n2	Siderastrea_Mexico_Barshis-Radice_Host_contig00267	isotig19668_Past
N0.HOG0000638	OG0000527	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig12802, Siderastrea_Mexico_Barshis-Radice_Host_contig09988, Siderastrea_Mexico_Barshis-Radice_Host_contig13169	isotig11007_Past
N0.HOG0000639	OG0000528	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig09420, Siderastrea_Mexico_Barshis-Radice_Host_contig12436, Siderastrea_Mexico_Barshis-Radice_Host_contig04804, Siderastrea_Mexico_Barshis-Radice_Host_contig11228	
N0.HOG0000640	OG0000529	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig17768, Siderastrea_Mexico_Barshis-Radice_Host_contig18857, Siderastrea_Mexico_Barshis-Radice_Host_contig10858, Siderastrea_Mexico_Barshis-Radice_Host_contig16851	
N0.HOG0000641	OG0000530	n1	Siderastrea_Mexico_Barshis-Radice_Host_contig12139	isotig09687_Past
N0.HOG0000642	OG0000530	n2	Siderastrea_Mexico_Barshis-Radice_Host_contig12801	isotig07399_Past
N0.HOG0000643	OG0000531	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig17164, Siderastrea_Mexico_Barshis-Radice_Host_contig01838, Siderastrea_Mexico_Barshis-Radice_Host_contig14111	isotig06738_Past
N0.HOG0000644	OG0000532	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig14056, Siderastrea_Mexico_Barshis-Radice_Host_contig15589, Siderastrea_Mexico_Barshis-Radice_Host_contig13325, Siderastrea_Mexico_Barshis-Radice_Host_contig07570	
N0.HOG0000645	OG0000533	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig18936, Siderastrea_Mexico_Barshis-Radice_Host_contig01847, Siderastrea_Mexico_Barshis-Radice_Host_contig12586, Siderastrea_Mexico_Barshis-Radice_Host_contig17958	
N0.HOG0000646	OG0000534	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig04008, Siderastrea_Mexico_Barshis-Radice_Host_contig19148, Siderastrea_Mexico_Barshis-Radice_Host_contig12663	isotig26014_Past
N0.HOG0000647	OG0000535	n1	Siderastrea_Mexico_Barshis-Radice_Host_contig15975	isotig05778_Past
N0.HOG0000648	OG0000535	n2	Siderastrea_Mexico_Barshis-Radice_Host_contig00651	isotig10635_Past
N0.HOG0000649	OG0000536	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig10248, Siderastrea_Mexico_Barshis-Radice_Host_contig10238, Siderastrea_Mexico_Barshis-Radice_Host_contig01523, Siderastrea_Mexico_Barshis-Radice_Host_contig08862	
N0.HOG0000650	OG0000537	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig03327, Siderastrea_Mexico_Barshis-Radice_Host_contig16043	GE908999_Past, isotig10029_Past
N0.HOG0000651	OG0000538	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig10586, Siderastrea_Mexico_Barshis-Radice_Host_contig13103, Siderastrea_Mexico_Barshis-Radice_Host_contig08483, Siderastrea_Mexico_Barshis-Radice_Host_contig11108	
N0.HOG0000652	OG0000539	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig15924, Siderastrea_Mexico_Barshis-Radice_Host_contig10618	isotig19992_Past, isotig05541_Past
N0.HOG0000653	OG0000540	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig09190	isotig03915_Past, isotig30972_Past, isotig28630_Past
N0.HOG0000654	OG0000541	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig17327, Siderastrea_Mexico_Barshis-Radice_Host_contig13652, Siderastrea_Mexico_Barshis-Radice_Host_contig13403, Siderastrea_Mexico_Barshis-Radice_Host_contig02905	
N0.HOG0000655	OG0000542	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig00749, Siderastrea_Mexico_Barshis-Radice_Host_contig16940, Siderastrea_Mexico_Barshis-Radice_Host_contig00550	GCKDGN103G96C9_Past
N0.HOG0000656	OG0000543	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig16070, Siderastrea_Mexico_Barshis-Radice_Host_contig12768, Siderastrea_Mexico_Barshis-Radice_Host_contig08149	isotig27007_Past
N0.HOG0000657	OG0000544	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig04885, Siderastrea_Mexico_Barshis-Radice_Host_contig14392, Siderastrea_Mexico_Barshis-Radice_Host_contig08933, Siderastrea_Mexico_Barshis-Radice_Host_contig12011	
N0.HOG0000658	OG0000545	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig05758, Siderastrea_Mexico_Barshis-Radice_Host_contig17999, Siderastrea_Mexico_Barshis-Radice_Host_contig13596	isotig28672_Past
