Orthogroup	29422_past_LongestContig_suffixed	19222_Sid_GoodCoral_500lnThresh_Final
OG0000512	isotig12014_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig19198, Siderastrea_Mexico_Barshis-Radice_Host_contig14682, Siderastrea_Mexico_Barshis-Radice_Host_contig07726
OG0000513	isotig11695_Past, isotig19746_Past, isotig17574_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03531
OG0000514	isotig22458_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17334, Siderastrea_Mexico_Barshis-Radice_Host_contig04374, Siderastrea_Mexico_Barshis-Radice_Host_contig16209
OG0000517	isotig24397_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15834, Siderastrea_Mexico_Barshis-Radice_Host_contig17356, Siderastrea_Mexico_Barshis-Radice_Host_contig08684
OG0000518	GCKDGN103GNK0P_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11637, Siderastrea_Mexico_Barshis-Radice_Host_contig16989, Siderastrea_Mexico_Barshis-Radice_Host_contig01878
OG0000519	isotig17804_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12930, Siderastrea_Mexico_Barshis-Radice_Host_contig01915, Siderastrea_Mexico_Barshis-Radice_Host_contig13400
OG0000520	isotig02432_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15853, Siderastrea_Mexico_Barshis-Radice_Host_contig14906, Siderastrea_Mexico_Barshis-Radice_Host_contig17303
OG0000525	isotig07956_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12832, Siderastrea_Mexico_Barshis-Radice_Host_contig02399, Siderastrea_Mexico_Barshis-Radice_Host_contig00260
OG0000526	isotig03448_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04784
OG0000526	isotig19668_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00267
OG0000527	isotig11007_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12802, Siderastrea_Mexico_Barshis-Radice_Host_contig09988, Siderastrea_Mexico_Barshis-Radice_Host_contig13169
OG0000530	isotig09687_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12139
OG0000530	isotig07399_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12801
OG0000531	isotig06738_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17164, Siderastrea_Mexico_Barshis-Radice_Host_contig01838, Siderastrea_Mexico_Barshis-Radice_Host_contig14111
OG0000534	isotig26014_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04008, Siderastrea_Mexico_Barshis-Radice_Host_contig19148, Siderastrea_Mexico_Barshis-Radice_Host_contig12663
OG0000535	isotig05778_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15975
OG0000535	isotig10635_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00651
OG0000537	GE908999_Past, isotig10029_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03327, Siderastrea_Mexico_Barshis-Radice_Host_contig16043
OG0000539	isotig19992_Past, isotig05541_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15924, Siderastrea_Mexico_Barshis-Radice_Host_contig10618
OG0000540	isotig03915_Past, isotig30972_Past, isotig28630_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09190
OG0000542	GCKDGN103G96C9_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00749, Siderastrea_Mexico_Barshis-Radice_Host_contig16940, Siderastrea_Mexico_Barshis-Radice_Host_contig00550
OG0000543	isotig27007_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16070, Siderastrea_Mexico_Barshis-Radice_Host_contig12768, Siderastrea_Mexico_Barshis-Radice_Host_contig08149
OG0000545	isotig28672_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05758, Siderastrea_Mexico_Barshis-Radice_Host_contig17999, Siderastrea_Mexico_Barshis-Radice_Host_contig13596
OG0000547	isotig07675_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14928, Siderastrea_Mexico_Barshis-Radice_Host_contig01156, Siderastrea_Mexico_Barshis-Radice_Host_contig18907
OG0000548	isotig09579_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09085
OG0000548	isotig11072_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11843
OG0000549	isotig12939_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00536, Siderastrea_Mexico_Barshis-Radice_Host_contig04054, Siderastrea_Mexico_Barshis-Radice_Host_contig09310
OG0000551	isotig03712_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01567, Siderastrea_Mexico_Barshis-Radice_Host_contig10043, Siderastrea_Mexico_Barshis-Radice_Host_contig12403
OG0000552	isotig05053_Past, isotig06630_Past, isotig09060_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12719
OG0000556	GCKDGN103FWH2F_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16618, Siderastrea_Mexico_Barshis-Radice_Host_contig15121, Siderastrea_Mexico_Barshis-Radice_Host_contig07136
OG0000559	isotig32495_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04743
OG0000559	isotig03203_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10430
OG0000561	isotig21639_Past, isotig14368_Past, isotig21076_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15751
OG0000562	isotig13134_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18693, Siderastrea_Mexico_Barshis-Radice_Host_contig11328, Siderastrea_Mexico_Barshis-Radice_Host_contig08632
OG0000563	isotig03425_Past, isotig28861_Past, isotig20855_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08928
OG0000567	isotig24352_Past, isotig20714_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11432, Siderastrea_Mexico_Barshis-Radice_Host_contig13803
OG0000569	isotig07528_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03522
OG0000569	isotig03449_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14234
OG0000570	isotig05478_Past, isotig08626_Past, isotig04481_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17428
OG0000573	isotig25679_Past, isotig19182_Past, isotig05464_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03693
OG0000574	isotig06800_Past, isotig07998_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14459, Siderastrea_Mexico_Barshis-Radice_Host_contig08936
OG0000575	isotig13316_Past, isotig23754_Past, isotig11535_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13717
OG0000576	isotig25055_Past, isotig23213_Past, isotig07746_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14109
OG0000577	isotig03539_Past, isotig05532_Past, isotig03525_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14121
OG0000578	isotig14365_Past, isotig14629_Past, isotig18593_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08506
OG0000579	isotig04668_Past, isotig23444_Past, isotig25113_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09436
OG0000619	isotig10770_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig06671, Siderastrea_Mexico_Barshis-Radice_Host_contig11778
OG0000624	isotig01662_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02567, Siderastrea_Mexico_Barshis-Radice_Host_contig04923
OG0000626	GCKDGN102DBCRF_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11065, Siderastrea_Mexico_Barshis-Radice_Host_contig11134
OG0000627	isotig03550_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02041, Siderastrea_Mexico_Barshis-Radice_Host_contig16750
OG0000631	isotig17281_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00549, Siderastrea_Mexico_Barshis-Radice_Host_contig14624
OG0000633	isotig00821_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17173, Siderastrea_Mexico_Barshis-Radice_Host_contig05117
OG0000634	GE908488_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00891, Siderastrea_Mexico_Barshis-Radice_Host_contig05918
OG0000635	isotig22313_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16247, Siderastrea_Mexico_Barshis-Radice_Host_contig02544
OG0000636	isotig31015_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig19162, Siderastrea_Mexico_Barshis-Radice_Host_contig02022
OG0000637	isotig03249_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12049, Siderastrea_Mexico_Barshis-Radice_Host_contig04493
OG0000640	isotig12206_Past, isotig03379_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09147
OG0000643	isotig01126_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00619, Siderastrea_Mexico_Barshis-Radice_Host_contig02801
OG0000648	isotig03318_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10761, Siderastrea_Mexico_Barshis-Radice_Host_contig15841
OG0000649	isotig16133_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16384, Siderastrea_Mexico_Barshis-Radice_Host_contig10413
OG0000651	GCKDGN103GVEKC_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15063, Siderastrea_Mexico_Barshis-Radice_Host_contig07207
OG0000652	isotig04142_Past, isotig23711_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14866
OG0000655	isotig04111_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04212, Siderastrea_Mexico_Barshis-Radice_Host_contig19097
OG0000656	isotig14923_Past, isotig07669_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10575
OG0000657	isotig23324_Past, isotig05792_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00529
OG0000658	isotig08416_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03658, Siderastrea_Mexico_Barshis-Radice_Host_contig07993
OG0000659	isotig16322_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02693, Siderastrea_Mexico_Barshis-Radice_Host_contig01927
OG0000660	isotig31847_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01138, Siderastrea_Mexico_Barshis-Radice_Host_contig01674
OG0000662	isotig03234_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02514, Siderastrea_Mexico_Barshis-Radice_Host_contig02003
OG0000663	isotig06203_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17656, Siderastrea_Mexico_Barshis-Radice_Host_contig11939
OG0000664	isotig27860_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12069, Siderastrea_Mexico_Barshis-Radice_Host_contig09005
OG0000666	isotig09821_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04617, Siderastrea_Mexico_Barshis-Radice_Host_contig07329
OG0000671	isotig00596_Past, isotig00398_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15702
OG0000673	GCKDGN102EUXCC_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15705, Siderastrea_Mexico_Barshis-Radice_Host_contig01071
OG0000675	isotig10828_Past, isotig21062_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18776
OG0000677	isotig02104_Past, isotig11071_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18592
OG0000682	isotig24601_Past, isotig15513_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05207
OG0000685	isotig04790_Past, isotig15787_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03252
OG0000686	isotig03706_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04281, Siderastrea_Mexico_Barshis-Radice_Host_contig12567
OG0000687	isotig11060_Past, isotig12900_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04284
OG0000689	isotig27410_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02185, Siderastrea_Mexico_Barshis-Radice_Host_contig04201
OG0000690	isotig04612_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig06595, Siderastrea_Mexico_Barshis-Radice_Host_contig05195
OG0000693	isotig19395_Past, isotig01216_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05153
OG0000701	isotig04643_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12080, Siderastrea_Mexico_Barshis-Radice_Host_contig14177
OG0000702	isotig06371_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14357, Siderastrea_Mexico_Barshis-Radice_Host_contig04321
OG0000703	isotig07480_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17819, Siderastrea_Mexico_Barshis-Radice_Host_contig03089
OG0000704	isotig07242_Past, isotig19901_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16507
OG0000706	isotig22938_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11386, Siderastrea_Mexico_Barshis-Radice_Host_contig05365
OG0000709	GCKDGN102EHUKL_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13281, Siderastrea_Mexico_Barshis-Radice_Host_contig04142
OG0000710	isotig13012_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02816, Siderastrea_Mexico_Barshis-Radice_Host_contig10267
OG0000714	isotig09468_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08748, Siderastrea_Mexico_Barshis-Radice_Host_contig06435
OG0000716	isotig15743_Past, isotig04244_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17109
OG0000718	isotig25354_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10636, Siderastrea_Mexico_Barshis-Radice_Host_contig15996
OG0000719	isotig05461_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig06955, Siderastrea_Mexico_Barshis-Radice_Host_contig00856
OG0000720	GCKDGN101BT46V_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03271, Siderastrea_Mexico_Barshis-Radice_Host_contig05264
OG0000721	isotig31179_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00463, Siderastrea_Mexico_Barshis-Radice_Host_contig19182
OG0000722	isotig18449_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12898, Siderastrea_Mexico_Barshis-Radice_Host_contig00461
OG0000725	isotig06246_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16233, Siderastrea_Mexico_Barshis-Radice_Host_contig09631
OG0000726	isotig07005_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12055, Siderastrea_Mexico_Barshis-Radice_Host_contig14423
OG0000731	isotig19244_Past, isotig24141_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07274
OG0000732	isotig03906_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig06382, Siderastrea_Mexico_Barshis-Radice_Host_contig02204
OG0000733	isotig22748_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16159, Siderastrea_Mexico_Barshis-Radice_Host_contig12584
OG0000735	isotig22460_Past, isotig03750_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08877
OG0000736	GCKDGN101BPFAL_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08872, Siderastrea_Mexico_Barshis-Radice_Host_contig18478
OG0000742	isotig15088_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10789, Siderastrea_Mexico_Barshis-Radice_Host_contig15302
OG0000749	isotig15129_Past, isotig31382_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03292
OG0000752	isotig05413_Past, isotig32212_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05440
OG0000757	isotig08498_Past, isotig14449_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10448
OG0000763	GCKDGN101AO3BP_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08735, Siderastrea_Mexico_Barshis-Radice_Host_contig07366
OG0000765	isotig25150_Past, isotig02412_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02460
OG0000768	isotig25961_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05858, Siderastrea_Mexico_Barshis-Radice_Host_contig16409
OG0000772	isotig04189_Past, isotig25337_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18717
OG0000773	isotig20626_Past, isotig03264_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00731
OG0000776	isotig04478_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07500, Siderastrea_Mexico_Barshis-Radice_Host_contig17439
OG0000777	isotig04962_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16884, Siderastrea_Mexico_Barshis-Radice_Host_contig18256
OG0000778	GCKDGN101B6D06_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02661, Siderastrea_Mexico_Barshis-Radice_Host_contig04954
OG0000779	isotig08045_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12474, Siderastrea_Mexico_Barshis-Radice_Host_contig06997
OG0000782	isotig03934_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14681, Siderastrea_Mexico_Barshis-Radice_Host_contig04593
OG0000786	isotig24044_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01775, Siderastrea_Mexico_Barshis-Radice_Host_contig07604
OG0000790	isotig10063_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig06204, Siderastrea_Mexico_Barshis-Radice_Host_contig01153
OG0000792	isotig11540_Past, isotig00819_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00997
OG0000794	isotig08632_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09490, Siderastrea_Mexico_Barshis-Radice_Host_contig09004
OG0000797	isotig18638_Past, isotig07460_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08692
OG0000799	isotig04200_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11571, Siderastrea_Mexico_Barshis-Radice_Host_contig00755
OG0000802	isotig31732_Past, isotig01552_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09853
OG0000803	isotig24577_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14128, Siderastrea_Mexico_Barshis-Radice_Host_contig01561
OG0000804	isotig12270_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02687, Siderastrea_Mexico_Barshis-Radice_Host_contig11678
OG0000807	isotig08256_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11589, Siderastrea_Mexico_Barshis-Radice_Host_contig15151
OG0000808	isotig06511_Past, isotig06178_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03425
OG0000809	isotig07024_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04403, Siderastrea_Mexico_Barshis-Radice_Host_contig10980
OG0000810	isotig00857_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04917, Siderastrea_Mexico_Barshis-Radice_Host_contig14743
OG0000811	isotig04641_Past, isotig12591_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01797
OG0000814	isotig25770_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12364, Siderastrea_Mexico_Barshis-Radice_Host_contig00945
OG0000816	isotig07222_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08046, Siderastrea_Mexico_Barshis-Radice_Host_contig06323
OG0000817	isotig25884_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03947, Siderastrea_Mexico_Barshis-Radice_Host_contig05437
OG0000819	isotig04714_Past, isotig24854_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01818
OG0000821	isotig22534_Past, isotig02196_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10218
OG0000822	isotig03357_Past, isotig22646_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08164
OG0000823	isotig04401_Past, isotig25403_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00305
OG0000829	isotig13052_Past, isotig10038_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01421
OG0000831	isotig22923_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09872, Siderastrea_Mexico_Barshis-Radice_Host_contig05424
OG0000832	isotig09344_Past, isotig04427_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01229
OG0000833	isotig03765_Past, isotig10505_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01222
OG0000836	isotig03112_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03232, Siderastrea_Mexico_Barshis-Radice_Host_contig11381
OG0000837	isotig18841_Past, isotig04941_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17284
OG0000838	isotig28113_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16630, Siderastrea_Mexico_Barshis-Radice_Host_contig00423
OG0000843	isotig04225_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01230, Siderastrea_Mexico_Barshis-Radice_Host_contig11429
OG0000844	GCKDGN101ATCHT_Past, GCKDGN101A92GT_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15237
OG0000846	GCKDGN102ELBX3_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17457, Siderastrea_Mexico_Barshis-Radice_Host_contig17767
OG0000848	GCKDGN101ALKMG_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15257, Siderastrea_Mexico_Barshis-Radice_Host_contig08179
OG0000850	isotig00258_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig06021, Siderastrea_Mexico_Barshis-Radice_Host_contig13535
OG0000851	isotig27718_Past, isotig03038_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05218
OG0000855	isotig22965_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig06635, Siderastrea_Mexico_Barshis-Radice_Host_contig18375
OG0000856	isotig03163_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02970, Siderastrea_Mexico_Barshis-Radice_Host_contig11279
OG0000857	isotig29520_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05083, Siderastrea_Mexico_Barshis-Radice_Host_contig14289
OG0000858	isotig03222_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11639, Siderastrea_Mexico_Barshis-Radice_Host_contig05474
OG0000861	isotig04678_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10498, Siderastrea_Mexico_Barshis-Radice_Host_contig07991
OG0000862	isotig17108_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14547, Siderastrea_Mexico_Barshis-Radice_Host_contig04444
OG0000863	isotig10876_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05777, Siderastrea_Mexico_Barshis-Radice_Host_contig07510
OG0000864	isotig03664_Past, isotig01628_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01387
OG0000865	isotig17052_Past, isotig00834_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01202
OG0000867	isotig04947_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11079, Siderastrea_Mexico_Barshis-Radice_Host_contig09916
OG0000869	isotig04984_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14475, Siderastrea_Mexico_Barshis-Radice_Host_contig01920
