"","orthogroup","gene_Sid","isotig"
"N0.HOG0003141","N0.HOG0003141","Siderastrea_Mexico_Barshis-Radice_Host_contig14256","isotig14526_Past"
"N0.HOG0003142","N0.HOG0003142","Siderastrea_Mexico_Barshis-Radice_Host_contig01419","isotig04269_Past"
"N0.HOG0003145","N0.HOG0003145","Siderastrea_Mexico_Barshis-Radice_Host_contig12488","isotig03541_Past"
"N0.HOG0003146","N0.HOG0003146","Siderastrea_Mexico_Barshis-Radice_Host_contig12487","isotig24085_Past"
"N0.HOG0003147","N0.HOG0003147","Siderastrea_Mexico_Barshis-Radice_Host_contig03543","isotig18031_Past"
"N0.HOG0003149","N0.HOG0003149","Siderastrea_Mexico_Barshis-Radice_Host_contig03548","isotig06090_Past"
"N0.HOG0003150","N0.HOG0003150","Siderastrea_Mexico_Barshis-Radice_Host_contig16629","isotig03256_Past"
"N0.HOG0003151","N0.HOG0003151","Siderastrea_Mexico_Barshis-Radice_Host_contig15353","isotig05171_Past"
"N0.HOG0003153","N0.HOG0003153","Siderastrea_Mexico_Barshis-Radice_Host_contig17507","isotig25694_Past"
"N0.HOG0003155","N0.HOG0003155","Siderastrea_Mexico_Barshis-Radice_Host_contig11598","isotig07815_Past"
"N0.HOG0003156","N0.HOG0003156","Siderastrea_Mexico_Barshis-Radice_Host_contig17831","isotig03719_Past"
"N0.HOG0003157","N0.HOG0003157","Siderastrea_Mexico_Barshis-Radice_Host_contig12158","isotig23675_Past"
"N0.HOG0003158","N0.HOG0003158","Siderastrea_Mexico_Barshis-Radice_Host_contig16711","isotig00203_Past"
"N0.HOG0003159","N0.HOG0003159","Siderastrea_Mexico_Barshis-Radice_Host_contig00154","isotig19629_Past"
"N0.HOG0003161","N0.HOG0003161","Siderastrea_Mexico_Barshis-Radice_Host_contig00164","GCKDGN101BTSP9_Past"
"N0.HOG0003162","N0.HOG0003162","Siderastrea_Mexico_Barshis-Radice_Host_contig10185","isotig03250_Past"
"N0.HOG0003163","N0.HOG0003163","Siderastrea_Mexico_Barshis-Radice_Host_contig13933","GCKDGN102EWK8W_Past"
"N0.HOG0003164","N0.HOG0003164","Siderastrea_Mexico_Barshis-Radice_Host_contig07517","isotig20045_Past"
"N0.HOG0003165","N0.HOG0003165","Siderastrea_Mexico_Barshis-Radice_Host_contig04641","isotig22213_Past"
"N0.HOG0003166","N0.HOG0003166","Siderastrea_Mexico_Barshis-Radice_Host_contig07675","GCKDGN101AWCQV_Past"
"N0.HOG0003167","N0.HOG0003167","Siderastrea_Mexico_Barshis-Radice_Host_contig05411","isotig01598_Past"
"N0.HOG0003168","N0.HOG0003168","Siderastrea_Mexico_Barshis-Radice_Host_contig04095","GCKDGN101BZU9C_Past"
"N0.HOG0003170","N0.HOG0003170","Siderastrea_Mexico_Barshis-Radice_Host_contig16154","isotig14849_Past"
"N0.HOG0003171","N0.HOG0003171","Siderastrea_Mexico_Barshis-Radice_Host_contig01781","isotig29964_Past"
"N0.HOG0003172","N0.HOG0003172","Siderastrea_Mexico_Barshis-Radice_Host_contig09942","isotig05226_Past"
"N0.HOG0003173","N0.HOG0003173","Siderastrea_Mexico_Barshis-Radice_Host_contig05168","GCKDGN102D6WY5_Past"
"N0.HOG0003174","N0.HOG0003174","Siderastrea_Mexico_Barshis-Radice_Host_contig09278","isotig20110_Past"
"N0.HOG0003175","N0.HOG0003175","Siderastrea_Mexico_Barshis-Radice_Host_contig14083","isotig09894_Past"
"N0.HOG0003176","N0.HOG0003176","Siderastrea_Mexico_Barshis-Radice_Host_contig16530","GCKDGN103F6VKH_Past"
"N0.HOG0003178","N0.HOG0003178","Siderastrea_Mexico_Barshis-Radice_Host_contig06253","isotig19812_Past"
"N0.HOG0003179","N0.HOG0003179","Siderastrea_Mexico_Barshis-Radice_Host_contig12818","isotig07186_Past"
"N0.HOG0003184","N0.HOG0003184","Siderastrea_Mexico_Barshis-Radice_Host_contig08761","isotig30659_Past"
"N0.HOG0003186","N0.HOG0003186","Siderastrea_Mexico_Barshis-Radice_Host_contig07835","GCKDGN101A4W2H_Past"
"N0.HOG0003189","N0.HOG0003189","Siderastrea_Mexico_Barshis-Radice_Host_contig02601","GCKDGN102EA91Z_Past"
"N0.HOG0003190","N0.HOG0003190","Siderastrea_Mexico_Barshis-Radice_Host_contig11399","isotig17589_Past"
"N0.HOG0003191","N0.HOG0003191","Siderastrea_Mexico_Barshis-Radice_Host_contig15267","isotig01372_Past"
"N0.HOG0003192","N0.HOG0003192","Siderastrea_Mexico_Barshis-Radice_Host_contig14455","isotig11142_Past"
"N0.HOG0003193","N0.HOG0003193","Siderastrea_Mexico_Barshis-Radice_Host_contig02499","isotig18243_Past"
"N0.HOG0003194","N0.HOG0003194","Siderastrea_Mexico_Barshis-Radice_Host_contig06809","isotig03276_Past"
"N0.HOG0003195","N0.HOG0003195","Siderastrea_Mexico_Barshis-Radice_Host_contig14919","GCKDGN102DM195_Past"
"N0.HOG0003196","N0.HOG0003196","Siderastrea_Mexico_Barshis-Radice_Host_contig00339","isotig20372_Past"
"N0.HOG0003197","N0.HOG0003197","Siderastrea_Mexico_Barshis-Radice_Host_contig11046","isotig27998_Past"
"N0.HOG0003198","N0.HOG0003198","Siderastrea_Mexico_Barshis-Radice_Host_contig11044","isotig06592_Past"
"N0.HOG0003199","N0.HOG0003199","Siderastrea_Mexico_Barshis-Radice_Host_contig04400","isotig08684_Past"
"N0.HOG0003200","N0.HOG0003200","Siderastrea_Mexico_Barshis-Radice_Host_contig00319","isotig18718_Past"
"N0.HOG0003201","N0.HOG0003201","Siderastrea_Mexico_Barshis-Radice_Host_contig00318","isotig26321_Past"
"N0.HOG0003202","N0.HOG0003202","Siderastrea_Mexico_Barshis-Radice_Host_contig00317","isotig16570_Past"
"N0.HOG0003203","N0.HOG0003203","Siderastrea_Mexico_Barshis-Radice_Host_contig00313","isotig07522_Past"
"N0.HOG0003204","N0.HOG0003204","Siderastrea_Mexico_Barshis-Radice_Host_contig13188","isotig03309_Past"
"N0.HOG0003205","N0.HOG0003205","Siderastrea_Mexico_Barshis-Radice_Host_contig08373","isotig22432_Past"
"N0.HOG0003206","N0.HOG0003206","Siderastrea_Mexico_Barshis-Radice_Host_contig15836","isotig05039_Past"
"N0.HOG0003207","N0.HOG0003207","Siderastrea_Mexico_Barshis-Radice_Host_contig03714","isotig30326_Past"
"N0.HOG0003208","N0.HOG0003208","Siderastrea_Mexico_Barshis-Radice_Host_contig15636","isotig03861_Past"
"N0.HOG0003209","N0.HOG0003209","Siderastrea_Mexico_Barshis-Radice_Host_contig10930","GE909379_Past"
"N0.HOG0003211","N0.HOG0003211","Siderastrea_Mexico_Barshis-Radice_Host_contig05752","isotig10305_Past"
"N0.HOG0003212","N0.HOG0003212","Siderastrea_Mexico_Barshis-Radice_Host_contig05755","isotig14554_Past"
"N0.HOG0003213","N0.HOG0003213","Siderastrea_Mexico_Barshis-Radice_Host_contig14832","isotig21231_Past"
"N0.HOG0003214","N0.HOG0003214","Siderastrea_Mexico_Barshis-Radice_Host_contig15377","isotig03508_Past"
"N0.HOG0003216","N0.HOG0003216","Siderastrea_Mexico_Barshis-Radice_Host_contig12906","isotig06191_Past"
"N0.HOG0003218","N0.HOG0003218","Siderastrea_Mexico_Barshis-Radice_Host_contig09209","GCKDGN103GPX5T_Past"
"N0.HOG0003219","N0.HOG0003219","Siderastrea_Mexico_Barshis-Radice_Host_contig02351","GCKDGN101BLZY9_Past"
"N0.HOG0003221","N0.HOG0003221","Siderastrea_Mexico_Barshis-Radice_Host_contig05952","isotig05798_Past"
"N0.HOG0003222","N0.HOG0003222","Siderastrea_Mexico_Barshis-Radice_Host_contig17461","isotig15277_Past"
"N0.HOG0003223","N0.HOG0003223","Siderastrea_Mexico_Barshis-Radice_Host_contig10608","isotig00322_Past"
"N0.HOG0003224","N0.HOG0003224","Siderastrea_Mexico_Barshis-Radice_Host_contig12585","isotig16378_Past"
"N0.HOG0003226","N0.HOG0003226","Siderastrea_Mexico_Barshis-Radice_Host_contig16692","isotig12510_Past"
"N0.HOG0003227","N0.HOG0003227","Siderastrea_Mexico_Barshis-Radice_Host_contig16734","isotig29028_Past"
"N0.HOG0003228","N0.HOG0003228","Siderastrea_Mexico_Barshis-Radice_Host_contig15382","isotig03945_Past"
"N0.HOG0003229","N0.HOG0003229","Siderastrea_Mexico_Barshis-Radice_Host_contig00142","isotig04415_Past"
"N0.HOG0003231","N0.HOG0003231","Siderastrea_Mexico_Barshis-Radice_Host_contig11191","isotig06556_Past"
"N0.HOG0003232","N0.HOG0003232","Siderastrea_Mexico_Barshis-Radice_Host_contig13143","isotig05799_Past"
"N0.HOG0003234","N0.HOG0003234","Siderastrea_Mexico_Barshis-Radice_Host_contig01231","isotig31345_Past"
"N0.HOG0003236","N0.HOG0003236","Siderastrea_Mexico_Barshis-Radice_Host_contig05690","isotig15516_Past"
"N0.HOG0003239","N0.HOG0003239","Siderastrea_Mexico_Barshis-Radice_Host_contig18408","GCKDGN101BR8F1_Past"
"N0.HOG0003240","N0.HOG0003240","Siderastrea_Mexico_Barshis-Radice_Host_contig09929","isotig02438_Past"
"N0.HOG0003241","N0.HOG0003241","Siderastrea_Mexico_Barshis-Radice_Host_contig09928","isotig06092_Past"
"N0.HOG0003242","N0.HOG0003242","Siderastrea_Mexico_Barshis-Radice_Host_contig04348","isotig19993_Past"
"N0.HOG0003243","N0.HOG0003243","Siderastrea_Mexico_Barshis-Radice_Host_contig18402","GCKDGN103GVB5F_Past"
"N0.HOG0003244","N0.HOG0003244","Siderastrea_Mexico_Barshis-Radice_Host_contig10386","isotig19313_Past"
"N0.HOG0003245","N0.HOG0003245","Siderastrea_Mexico_Barshis-Radice_Host_contig10384","isotig07479_Past"
"N0.HOG0003246","N0.HOG0003246","Siderastrea_Mexico_Barshis-Radice_Host_contig10383","isotig01750_Past"
"N0.HOG0003247","N0.HOG0003247","Siderastrea_Mexico_Barshis-Radice_Host_contig10389","isotig20198_Past"
"N0.HOG0003248","N0.HOG0003248","Siderastrea_Mexico_Barshis-Radice_Host_contig10388","GCKDGN102DK9D9_Past"
"N0.HOG0003249","N0.HOG0003249","Siderastrea_Mexico_Barshis-Radice_Host_contig14478","isotig07013_Past"
"N0.HOG0003250","N0.HOG0003250","Siderastrea_Mexico_Barshis-Radice_Host_contig14531","isotig03273_Past"
"N0.HOG0003251","N0.HOG0003251","Siderastrea_Mexico_Barshis-Radice_Host_contig15407","GCKDGN102DEI7O_Past"
"N0.HOG0003253","N0.HOG0003253","Siderastrea_Mexico_Barshis-Radice_Host_contig01842","GCKDGN103HGUHE_Past"
"N0.HOG0003254","N0.HOG0003254","Siderastrea_Mexico_Barshis-Radice_Host_contig15473","isotig04162_Past"
"N0.HOG0003256","N0.HOG0003256","Siderastrea_Mexico_Barshis-Radice_Host_contig02160","isotig16929_Past"
"N0.HOG0003258","N0.HOG0003258","Siderastrea_Mexico_Barshis-Radice_Host_contig11412","isotig10595_Past"
"N0.HOG0003259","N0.HOG0003259","Siderastrea_Mexico_Barshis-Radice_Host_contig11416","isotig01032_Past"
"N0.HOG0003260","N0.HOG0003260","Siderastrea_Mexico_Barshis-Radice_Host_contig07196","isotig10216_Past"
"N0.HOG0003261","N0.HOG0003261","Siderastrea_Mexico_Barshis-Radice_Host_contig06372","isotig21528_Past"
"N0.HOG0003262","N0.HOG0003262","Siderastrea_Mexico_Barshis-Radice_Host_contig03289","isotig06461_Past"
"N0.HOG0003263","N0.HOG0003263","Siderastrea_Mexico_Barshis-Radice_Host_contig06865","isotig01166_Past"
"N0.HOG0003264","N0.HOG0003264","Siderastrea_Mexico_Barshis-Radice_Host_contig06861","isotig05222_Past"
"N0.HOG0003266","N0.HOG0003266","Siderastrea_Mexico_Barshis-Radice_Host_contig02376","isotig03269_Past"
"N0.HOG0003267","N0.HOG0003267","Siderastrea_Mexico_Barshis-Radice_Host_contig04425","isotig07038_Past"
"N0.HOG0003268","N0.HOG0003268","Siderastrea_Mexico_Barshis-Radice_Host_contig02371","GCKDGN103GXSLX_Past"
"N0.HOG0003269","N0.HOG0003269","Siderastrea_Mexico_Barshis-Radice_Host_contig08311","isotig17927_Past"
"N0.HOG0003270","N0.HOG0003270","Siderastrea_Mexico_Barshis-Radice_Host_contig05597","isotig00473_Past"
"N0.HOG0003271","N0.HOG0003271","Siderastrea_Mexico_Barshis-Radice_Host_contig06486","isotig03758_Past"
"N0.HOG0003272","N0.HOG0003272","Siderastrea_Mexico_Barshis-Radice_Host_contig05776","isotig30908_Past"
"N0.HOG0003273","N0.HOG0003273","Siderastrea_Mexico_Barshis-Radice_Host_contig05974","isotig03781_Past"
"N0.HOG0003274","N0.HOG0003274","Siderastrea_Mexico_Barshis-Radice_Host_contig03635","isotig05705_Past"
"N0.HOG0003276","N0.HOG0003276","Siderastrea_Mexico_Barshis-Radice_Host_contig13710","isotig18323_Past"
"N0.HOG0003277","N0.HOG0003277","Siderastrea_Mexico_Barshis-Radice_Host_contig09597","GCKDGN101CF6JI_Past"
"N0.HOG0003278","N0.HOG0003278","Siderastrea_Mexico_Barshis-Radice_Host_contig09263","GCKDGN102EGWRU_Past"
"N0.HOG0003279","N0.HOG0003279","Siderastrea_Mexico_Barshis-Radice_Host_contig10590","isotig24565_Past"
"N0.HOG0003280","N0.HOG0003280","Siderastrea_Mexico_Barshis-Radice_Host_contig18641","GCKDGN102D27VA_Past"
"N0.HOG0003281","N0.HOG0003281","Siderastrea_Mexico_Barshis-Radice_Host_contig17488","isotig03705_Past"
"N0.HOG0003282","N0.HOG0003282","Siderastrea_Mexico_Barshis-Radice_Host_contig10623","GE908102_Past"
"N0.HOG0003283","N0.HOG0003283","Siderastrea_Mexico_Barshis-Radice_Host_contig00852","isotig05891_Past"
"N0.HOG0003284","N0.HOG0003284","Siderastrea_Mexico_Barshis-Radice_Host_contig12996","isotig26359_Past"
"N0.HOG0003286","N0.HOG0003286","Siderastrea_Mexico_Barshis-Radice_Host_contig03509","GCKDGN102C3F86_Past"
"N0.HOG0003287","N0.HOG0003287","Siderastrea_Mexico_Barshis-Radice_Host_contig16282","isotig02730_Past"
"N0.HOG0003288","N0.HOG0003288","Siderastrea_Mexico_Barshis-Radice_Host_contig03503","isotig08376_Past"
"N0.HOG0003289","N0.HOG0003289","Siderastrea_Mexico_Barshis-Radice_Host_contig11629","isotig11677_Past"
"N0.HOG0003290","N0.HOG0003290","Siderastrea_Mexico_Barshis-Radice_Host_contig12662","isotig15392_Past"
"N0.HOG0003291","N0.HOG0003291","Siderastrea_Mexico_Barshis-Radice_Host_contig12192","isotig05452_Past"
"N0.HOG0003292","N0.HOG0003292","Siderastrea_Mexico_Barshis-Radice_Host_contig00120","isotig05002_Past"
"N0.HOG0003293","N0.HOG0003293","Siderastrea_Mexico_Barshis-Radice_Host_contig13131","isotig29235_Past"
"N0.HOG0003294","N0.HOG0003294","Siderastrea_Mexico_Barshis-Radice_Host_contig10977","isotig03371_Past"
"N0.HOG0003295","N0.HOG0003295","Siderastrea_Mexico_Barshis-Radice_Host_contig16631","isotig17698_Past"
"N0.HOG0003296","N0.HOG0003296","Siderastrea_Mexico_Barshis-Radice_Host_contig13976","isotig03416_Past"
"N0.HOG0003297","N0.HOG0003297","Siderastrea_Mexico_Barshis-Radice_Host_contig12447","isotig04656_Past"
"N0.HOG0003298","N0.HOG0003298","Siderastrea_Mexico_Barshis-Radice_Host_contig14518","GCKDGN103FZEL8_Past"
"N0.HOG0003299","N0.HOG0003299","Siderastrea_Mexico_Barshis-Radice_Host_contig18003","isotig14069_Past"
"N0.HOG0003302","N0.HOG0003302","Siderastrea_Mexico_Barshis-Radice_Host_contig19174","isotig17686_Past"
"N0.HOG0003305","N0.HOG0003305","Siderastrea_Mexico_Barshis-Radice_Host_contig01213","GCKDGN101ASTYI_Past"
"N0.HOG0003306","N0.HOG0003306","Siderastrea_Mexico_Barshis-Radice_Host_contig14792","isotig03406_Past"
"N0.HOG0003308","N0.HOG0003308","Siderastrea_Mexico_Barshis-Radice_Host_contig18176","isotig13808_Past"
"N0.HOG0003309","N0.HOG0003309","Siderastrea_Mexico_Barshis-Radice_Host_contig04369","isotig01258_Past"
"N0.HOG0003310","N0.HOG0003310","Siderastrea_Mexico_Barshis-Radice_Host_contig10367","GCKDGN103F8PUR_Past"
"N0.HOG0003311","N0.HOG0003311","Siderastrea_Mexico_Barshis-Radice_Host_contig14799","GCKDGN102DQYQ0_Past"
"N0.HOG0003313","N0.HOG0003313","Siderastrea_Mexico_Barshis-Radice_Host_contig08050","isotig25749_Past"
"N0.HOG0003314","N0.HOG0003314","Siderastrea_Mexico_Barshis-Radice_Host_contig08507","isotig22154_Past"
"N0.HOG0003315","N0.HOG0003315","Siderastrea_Mexico_Barshis-Radice_Host_contig08508","isotig01742_Past"
"N0.HOG0003316","N0.HOG0003316","Siderastrea_Mexico_Barshis-Radice_Host_contig08058","isotig24203_Past"
"N0.HOG0003317","N0.HOG0003317","Siderastrea_Mexico_Barshis-Radice_Host_contig00623","isotig03217_Past"
"N0.HOG0003318","N0.HOG0003318","Siderastrea_Mexico_Barshis-Radice_Host_contig06292","isotig03452_Past"
"N0.HOG0003322","N0.HOG0003322","Siderastrea_Mexico_Barshis-Radice_Host_contig02216","GCKDGN102E13R1_Past"
"N0.HOG0003323","N0.HOG0003323","Siderastrea_Mexico_Barshis-Radice_Host_contig09706","isotig18739_Past"
"N0.HOG0003324","N0.HOG0003324","Siderastrea_Mexico_Barshis-Radice_Host_contig13104","isotig04392_Past"
"N0.HOG0003327","N0.HOG0003327","Siderastrea_Mexico_Barshis-Radice_Host_contig15884","isotig16294_Past"
"N0.HOG0003328","N0.HOG0003328","Siderastrea_Mexico_Barshis-Radice_Host_contig02100","isotig04477_Past"
"N0.HOG0003329","N0.HOG0003329","Siderastrea_Mexico_Barshis-Radice_Host_contig02101","isotig04438_Past"
"N0.HOG0003330","N0.HOG0003330","Siderastrea_Mexico_Barshis-Radice_Host_contig12272","isotig03174_Past"
"N0.HOG0003331","N0.HOG0003331","Siderastrea_Mexico_Barshis-Radice_Host_contig12279","isotig03732_Past"
"N0.HOG0003332","N0.HOG0003332","Siderastrea_Mexico_Barshis-Radice_Host_contig02146","isotig16903_Past"
"N0.HOG0003333","N0.HOG0003333","Siderastrea_Mexico_Barshis-Radice_Host_contig11402","GCKDGN101CJL63_Past"
"N0.HOG0003334","N0.HOG0003334","Siderastrea_Mexico_Barshis-Radice_Host_contig17732","isotig16323_Past"
"N0.HOG0003336","N0.HOG0003336","Siderastrea_Mexico_Barshis-Radice_Host_contig11400","isotig01618_Past"
"N0.HOG0003337","N0.HOG0003337","Siderastrea_Mexico_Barshis-Radice_Host_contig06842","isotig03622_Past"
"N0.HOG0003338","N0.HOG0003338","Siderastrea_Mexico_Barshis-Radice_Host_contig15269","isotig26575_Past"
"N0.HOG0003339","N0.HOG0003339","Siderastrea_Mexico_Barshis-Radice_Host_contig00713","isotig01490_Past"
"N0.HOG0003340","N0.HOG0003340","Siderastrea_Mexico_Barshis-Radice_Host_contig15852","isotig15244_Past"
"N0.HOG0003341","N0.HOG0003341","Siderastrea_Mexico_Barshis-Radice_Host_contig09277","GCKDGN103FMYBR_Past"
"N0.HOG0003342","N0.HOG0003342","Siderastrea_Mexico_Barshis-Radice_Host_contig15678","GCKDGN103GO7C6_Past"
"N0.HOG0003344","N0.HOG0003344","Siderastrea_Mexico_Barshis-Radice_Host_contig17798","isotig24162_Past"
"N0.HOG0003345","N0.HOG0003345","Siderastrea_Mexico_Barshis-Radice_Host_contig15673","isotig07121_Past"
"N0.HOG0003346","N0.HOG0003346","Siderastrea_Mexico_Barshis-Radice_Host_contig08192","isotig21624_Past"
"N0.HOG0003348","N0.HOG0003348","Siderastrea_Mexico_Barshis-Radice_Host_contig02394","isotig04971_Past"
"N0.HOG0003349","N0.HOG0003349","Siderastrea_Mexico_Barshis-Radice_Host_contig01004","isotig15781_Past"
"N0.HOG0003350","N0.HOG0003350","Siderastrea_Mexico_Barshis-Radice_Host_contig16368","isotig06509_Past"
"N0.HOG0003351","N0.HOG0003351","Siderastrea_Mexico_Barshis-Radice_Host_contig09061","isotig09083_Past"
"N0.HOG0003353","N0.HOG0003353","Siderastrea_Mexico_Barshis-Radice_Host_contig11994","isotig09063_Past"
"N0.HOG0003354","N0.HOG0003354","Siderastrea_Mexico_Barshis-Radice_Host_contig13739","GCKDGN103GN9CI_Past"
"N0.HOG0003356","N0.HOG0003356","Siderastrea_Mexico_Barshis-Radice_Host_contig13994","isotig17535_Past"
"N0.HOG0003357","N0.HOG0003357","Siderastrea_Mexico_Barshis-Radice_Host_contig18343","GCKDGN103F2F8H_Past"
"N0.HOG0003358","N0.HOG0003358","Siderastrea_Mexico_Barshis-Radice_Host_contig18340","isotig04084_Past"
"N0.HOG0003359","N0.HOG0003359","Siderastrea_Mexico_Barshis-Radice_Host_contig02295","isotig09776_Past"
"N0.HOG0003360","N0.HOG0003360","Siderastrea_Mexico_Barshis-Radice_Host_contig08598","isotig01730_Past"
"N0.HOG0003361","N0.HOG0003361","Siderastrea_Mexico_Barshis-Radice_Host_contig17153","isotig04459_Past"
"N0.HOG0003363","N0.HOG0003363","Siderastrea_Mexico_Barshis-Radice_Host_contig09523","isotig12100_Past"
"N0.HOG0003364","N0.HOG0003364","Siderastrea_Mexico_Barshis-Radice_Host_contig12468","isotig12703_Past"
"N0.HOG0003365","N0.HOG0003365","Siderastrea_Mexico_Barshis-Radice_Host_contig03521","GCKDGN101BL71W_Past"
"N0.HOG0003366","N0.HOG0003366","Siderastrea_Mexico_Barshis-Radice_Host_contig12640","isotig09064_Past"
"N0.HOG0003367","N0.HOG0003367","Siderastrea_Mexico_Barshis-Radice_Host_contig16772","isotig06769_Past"
"N0.HOG0003368","N0.HOG0003368","Siderastrea_Mexico_Barshis-Radice_Host_contig10912","isotig03295_Past"
"N0.HOG0003369","N0.HOG0003369","Siderastrea_Mexico_Barshis-Radice_Host_contig02713","GCKDGN101AL800_Past"
"N0.HOG0003371","N0.HOG0003371","Siderastrea_Mexico_Barshis-Radice_Host_contig16610","isotig05735_Past"
"N0.HOG0003372","N0.HOG0003372","Siderastrea_Mexico_Barshis-Radice_Host_contig11342","isotig08622_Past"
"N0.HOG0003373","N0.HOG0003373","Siderastrea_Mexico_Barshis-Radice_Host_contig05962","isotig12776_Past"
"N0.HOG0003374","N0.HOG0003374","Siderastrea_Mexico_Barshis-Radice_Host_contig01270","GCKDGN102ETQCJ_Past"
"N0.HOG0003375","N0.HOG0003375","Siderastrea_Mexico_Barshis-Radice_Host_contig01279","GCKDGN103GLLR5_Past"
"N0.HOG0003376","N0.HOG0003376","Siderastrea_Mexico_Barshis-Radice_Host_contig02864","GE912258_Past"
"N0.HOG0003377","N0.HOG0003377","Siderastrea_Mexico_Barshis-Radice_Host_contig08291","isotig09969_Past"
"N0.HOG0003378","N0.HOG0003378","Siderastrea_Mexico_Barshis-Radice_Host_contig10740","isotig10192_Past"
"N0.HOG0003379","N0.HOG0003379","Siderastrea_Mexico_Barshis-Radice_Host_contig18151","isotig10397_Past"
"N0.HOG0003380","N0.HOG0003380","Siderastrea_Mexico_Barshis-Radice_Host_contig08071","GCKDGN102DHRYC_Past"
"N0.HOG0003381","N0.HOG0003381","Siderastrea_Mexico_Barshis-Radice_Host_contig10536","isotig16070_Past"
"N0.HOG0003386","N0.HOG0003386","Siderastrea_Mexico_Barshis-Radice_Host_contig13690","isotig03531_Past"
"N0.HOG0003388","N0.HOG0003388","Siderastrea_Mexico_Barshis-Radice_Host_contig16187","isotig16902_Past"
"N0.HOG0003389","N0.HOG0003389","Siderastrea_Mexico_Barshis-Radice_Host_contig14314","isotig04953_Past"
"N0.HOG0003390","N0.HOG0003390","Siderastrea_Mexico_Barshis-Radice_Host_contig17366","isotig05458_Past"
"N0.HOG0003391","N0.HOG0003391","Siderastrea_Mexico_Barshis-Radice_Host_contig06533","isotig30030_Past"
"N0.HOG0003393","N0.HOG0003393","Siderastrea_Mexico_Barshis-Radice_Host_contig00794","isotig06493_Past"
"N0.HOG0003394","N0.HOG0003394","Siderastrea_Mexico_Barshis-Radice_Host_contig09219","isotig15410_Past"
"N0.HOG0003395","N0.HOG0003395","Siderastrea_Mexico_Barshis-Radice_Host_contig12258","isotig10195_Past"
"N0.HOG0003396","N0.HOG0003396","Siderastrea_Mexico_Barshis-Radice_Host_contig02040","isotig16793_Past"
"N0.HOG0003397","N0.HOG0003397","Siderastrea_Mexico_Barshis-Radice_Host_contig14900","isotig04838_Past"
"N0.HOG0003398","N0.HOG0003398","Siderastrea_Mexico_Barshis-Radice_Host_contig04812","isotig09274_Past"
"N0.HOG0003399","N0.HOG0003399","Siderastrea_Mexico_Barshis-Radice_Host_contig04810","isotig02264_Past"
"N0.HOG0003400","N0.HOG0003400","Siderastrea_Mexico_Barshis-Radice_Host_contig05907","isotig06527_Past"
"N0.HOG0003401","N0.HOG0003401","Siderastrea_Mexico_Barshis-Radice_Host_contig04819","isotig01066_Past"
"N0.HOG0003402","N0.HOG0003402","Siderastrea_Mexico_Barshis-Radice_Host_contig03603","GCKDGN102EDPQD_Past"
"N0.HOG0003404","N0.HOG0003404","Siderastrea_Mexico_Barshis-Radice_Host_contig13464","isotig25207_Past"
"N0.HOG0003405","N0.HOG0003405","Siderastrea_Mexico_Barshis-Radice_Host_contig00691","isotig05384_Past"
"N0.HOG0003406","N0.HOG0003406","Siderastrea_Mexico_Barshis-Radice_Host_contig08321","isotig05670_Past"
"N0.HOG0003407","N0.HOG0003407","Siderastrea_Mexico_Barshis-Radice_Host_contig07776","isotig09899_Past"
"N0.HOG0003408","N0.HOG0003408","Siderastrea_Mexico_Barshis-Radice_Host_contig05555","isotig07369_Past"
"N0.HOG0003409","N0.HOG0003409","Siderastrea_Mexico_Barshis-Radice_Host_contig03702","isotig15519_Past"
"N0.HOG0003410","N0.HOG0003410","Siderastrea_Mexico_Barshis-Radice_Host_contig03700","isotig10560_Past"
"N0.HOG0003412","N0.HOG0003412","Siderastrea_Mexico_Barshis-Radice_Host_contig01021","isotig18630_Past"
"N0.HOG0003413","N0.HOG0003413","Siderastrea_Mexico_Barshis-Radice_Host_contig09001","isotig04991_Past"
"N0.HOG0003414","N0.HOG0003414","Siderastrea_Mexico_Barshis-Radice_Host_contig14477","isotig01034_Past"
"N0.HOG0003415","N0.HOG0003415","Siderastrea_Mexico_Barshis-Radice_Host_contig19265","isotig10296_Past"
"N0.HOG0003416","N0.HOG0003416","Siderastrea_Mexico_Barshis-Radice_Host_contig10662","isotig07540_Past"
"N0.HOG0003417","N0.HOG0003417","Siderastrea_Mexico_Barshis-Radice_Host_contig10666","isotig30957_Past"
"N0.HOG0003418","N0.HOG0003418","Siderastrea_Mexico_Barshis-Radice_Host_contig00811","isotig17852_Past"
"N0.HOG0003419","N0.HOG0003419","Siderastrea_Mexico_Barshis-Radice_Host_contig12401","isotig17254_Past"
"N0.HOG0003420","N0.HOG0003420","Siderastrea_Mexico_Barshis-Radice_Host_contig11196","isotig01380_Past"
"N0.HOG0003421","N0.HOG0003421","Siderastrea_Mexico_Barshis-Radice_Host_contig08079","isotig03154_Past"
"N0.HOG0003422","N0.HOG0003422","Siderastrea_Mexico_Barshis-Radice_Host_contig00789","isotig01540_Past"
"N0.HOG0003423","N0.HOG0003423","Siderastrea_Mexico_Barshis-Radice_Host_contig17178","isotig03202_Past"
"N0.HOG0003424","N0.HOG0003424","Siderastrea_Mexico_Barshis-Radice_Host_contig10304","GCKDGN102D1HXS_Past"
"N0.HOG0003425","N0.HOG0003425","Siderastrea_Mexico_Barshis-Radice_Host_contig06144","isotig13626_Past"
